date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,discretized_actual_productivity
1/11/2015,Quarter2,sewing,Sunday,1,0.8,0.4502516453735965,0.05952844473285745,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/11/2015,Quarter2,sewing,Sunday,7,0.8,0.44521873790166466,0.043478260869565216,0.6726190476190477,0.0125,0.0,0,0,56.5,0.850136766,High
1/11/2015,Quarter2,sewing,Sunday,8,0.8,0.44521873790166466,0.05200086523902228,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/11/2015,Quarter2,finishing,Sunday,10,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.828295455,High
1/11/2015,Quarter2,finishing,Sunday,2,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.820833333,Medium
1/11/2015,Quarter2,sewing,Sunday,6,0.8,0.16473093302361594,0.03807051698031581,0.36309523809523814,0.013888888888888888,0.0,0,0,30.5,0.800343766,Medium
1/11/2015,Quarter2,sewing,Sunday,12,0.8,0.16860240030971735,0.03845987454034177,0.375,0.013888888888888888,0.0,0,0,31.5,0.800246753,Medium
1/11/2015,Quarter2,sewing,Sunday,2,0.8,0.4874177313201702,0.034523036988968206,0.6964285714285715,0.0175,0.0,0,0,58.5,0.8,Medium
1/11/2015,Quarter2,sewing,Sunday,10,0.8,0.4874177313201702,0.03266277309106641,0.6964285714285715,0.010555555555555556,0.0,0,0,58.5,0.8,Medium
1/11/2015,Quarter2,sewing,Sunday,3,0.8,0.32849399922570655,0.04481938135409907,0.42460317460317465,0.0,0.0,0,0,55.0,0.690182815,Medium
1/11/2015,Quarter2,finishing,Sunday,11,0.8,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.668087121,Medium
1/11/2015,Quarter2,finishing,Sunday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.653598485,Medium
1/11/2015,Quarter2,finishing,Sunday,5,0.5,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.609138258,Medium
1/11/2015,Quarter2,sewing,Sunday,11,0.6,0.18621757646147888,0.03564784771793208,0.630952380952381,0.008333333333333333,0.0,0,0,53.0,0.600229846,Medium
1/11/2015,Quarter2,finishing,Sunday,6,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.597348485,Medium
1/11/2015,Quarter2,finishing,Sunday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.590435606,Medium
1/11/2015,Quarter2,sewing,Sunday,4,0.8,0.9210220673635306,0.024010382868267358,0.6904761904761906,0.0,0.0,0,0,58.0,0.473134796,Low
1/11/2015,Quarter2,sewing,Sunday,5,0.6,0.34630274874177314,0.051957603287908286,0.5277777777777778,0.0,0.0,0,0,57.0,0.452979626,Low
1/12/2015,Quarter2,finishing,Monday,1,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.955151515,High
1/12/2015,Quarter2,finishing,Monday,4,0.35,0.027100271002710022,0.0,0.2142857142857143,0.0,0.0,0,0,18.0,0.942213805,High
1/12/2015,Quarter2,finishing,Monday,3,0.8,0.024196670538133958,0.0,0.11904761904761905,0.0,0.0,0,0,10.0,0.905454545,High
1/12/2015,Quarter2,finishing,Monday,2,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.880530303,High
1/12/2015,Quarter2,finishing,Monday,9,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.858143939,High
1/12/2015,Quarter2,sewing,Monday,1,0.8,0.4502516453735965,0.0472420506164828,0.5436507936507937,0.020833333333333332,0.0,0,0,59.0,0.850522167,High
1/12/2015,Quarter2,sewing,Monday,9,0.8,0.4502516453735965,0.046982478909798835,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/12/2015,Quarter2,sewing,Monday,7,0.8,0.44521873790166466,0.044300237940731124,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/12/2015,Quarter2,sewing,Monday,8,0.8,0.44521873790166466,0.05303915206575816,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/12/2015,Quarter2,finishing,Monday,6,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.817424242,Medium
1/12/2015,Quarter2,finishing,Monday,5,0.65,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.809564394,Medium
1/12/2015,Quarter2,sewing,Monday,3,0.8,0.32849399922570655,0.04040666234047156,0.6547619047619048,0.0,0.0,0,0,55.0,0.800273829,Medium
1/12/2015,Quarter2,sewing,Monday,6,0.8,0.16473093302361594,0.03616699113130002,0.375,0.013888888888888888,0.0,0,0,31.5,0.800181818,Medium
1/12/2015,Quarter2,sewing,Monday,12,0.8,0.16860240030971735,0.03257624918883842,0.29563492063492064,0.013888888888888888,0.0,0,0,31.5,0.80007657,Medium
1/12/2015,Quarter2,sewing,Monday,2,0.8,0.4874177313201702,0.03158122431321653,0.6964285714285715,0.0175,0.0,0,0,58.5,0.8,Medium
1/12/2015,Quarter2,finishing,Monday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.725,Medium
1/12/2015,Quarter2,sewing,Monday,10,0.8,0.9210220673635306,0.01617996971663422,0.45833333333333337,0.0125,0.0,0,0,58.5,0.688557555,Medium
1/12/2015,Quarter2,sewing,Monday,5,0.65,0.34630274874177314,0.0490590525632706,0.5595238095238095,0.0,0.0,0,0,59.0,0.650040783,Medium
1/12/2015,Quarter2,sewing,Monday,11,0.65,0.18621757646147888,0.043132165260653256,0.630952380952381,0.012222222222222223,0.0,0,0,53.0,0.64998056,Medium
1/12/2015,Quarter2,finishing,Monday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.648106061,Medium
1/12/2015,Quarter2,finishing,Monday,11,0.8,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.640577652,Medium
1/12/2015,Quarter2,sewing,Monday,4,0.35,0.37746806039488956,0.024832359939433266,0.48611111111111116,0.0,0.0,0,0,51.5,0.35063299,Low
1/12/2015,Quarter2,finishing,Monday,10,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.24625,Low
1/13/2015,Quarter2,finishing,Tuesday,4,0.35,0.027100271002710022,0.0,0.14285714285714288,0.0,0.0,0,0,12.0,0.952020202,High
1/13/2015,Quarter2,finishing,Tuesday,1,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,2.0,0.951420455,High
1/13/2015,Quarter2,finishing,Tuesday,10,0.8,0.020131629887727445,0.0,0.35714285714285715,0.0,0.0,0,0,20.0,0.912766667,High
1/13/2015,Quarter2,finishing,Tuesday,3,0.8,0.024196670538133958,0.0,0.10714285714285715,0.0,0.0,0,0,9.0,0.901262626,High
1/13/2015,Quarter2,finishing,Tuesday,9,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.858143939,High
1/13/2015,Quarter2,sewing,Tuesday,1,0.8,0.4502516453735965,0.046117239887518924,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/13/2015,Quarter2,sewing,Tuesday,9,0.8,0.4502516453735965,0.049707981829980534,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/13/2015,Quarter2,sewing,Tuesday,8,0.8,0.44521873790166466,0.052087389141250266,0.6785714285714286,0.016666666666666666,0.0,0,0,57.0,0.850252525,High
1/13/2015,Quarter2,sewing,Tuesday,7,0.8,0.44521873790166466,0.04841012329656067,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/13/2015,Quarter2,finishing,Tuesday,5,0.65,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.821354167,Medium
1/13/2015,Quarter2,finishing,Tuesday,2,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.805909091,Medium
1/13/2015,Quarter2,sewing,Tuesday,6,0.8,0.16860240030971735,0.043132165260653256,0.375,0.013888888888888888,0.0,0,0,31.5,0.800246753,Medium
1/13/2015,Quarter2,sewing,Tuesday,12,0.8,0.16860240030971735,0.04568462037637897,0.375,0.013888888888888888,0.0,0,0,31.5,0.800246753,Medium
1/13/2015,Quarter2,sewing,Tuesday,2,0.8,0.4874177313201702,0.030975556997620588,0.6964285714285715,0.013888888888888888,0.0,0,0,58.5,0.8,Medium
1/13/2015,Quarter2,sewing,Tuesday,3,0.8,0.7620983352690669,0.01981397361020982,0.6547619047619048,0.015,0.0,0,0,55.0,0.705576584,Medium
1/13/2015,Quarter2,finishing,Tuesday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.681060606,Medium
1/13/2015,Quarter2,finishing,Tuesday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.670075758,Medium
1/13/2015,Quarter2,finishing,Tuesday,11,0.8,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.601278409,Medium
1/13/2015,Quarter2,sewing,Tuesday,11,0.7,0.4690282617111885,0.02262600043261951,0.630952380952381,0.010277777777777778,0.0,0,0,53.0,0.582301029,Medium
1/13/2015,Quarter2,sewing,Tuesday,5,0.7,0.34630274874177314,0.05580791693705386,0.6904761904761906,0.0,0.0,0,0,58.0,0.526810345,Low
1/13/2015,Quarter2,sewing,Tuesday,4,0.5,0.37746806039488956,0.03357127406446031,0.6726190476190477,0.006388888888888889,0.0,0,0,56.5,0.500380799,Low
1/13/2015,Quarter2,sewing,Tuesday,10,0.35,0.37746806039488956,0.030629461388708628,0.6726190476190477,0.006388888888888889,0.0,0,0,56.5,0.35020649,Low
1/14/2015,Quarter2,finishing,Wednesday,11,0.8,0.024196670538133958,0.0,0.13095238095238096,0.0,0.0,0,0,7.0,0.934607438,High
1/14/2015,Quarter2,finishing,Wednesday,4,0.35,0.027100271002710022,0.0,0.17857142857142858,0.0,0.0,0,0,8.0,0.908080808,High
1/14/2015,Quarter2,sewing,Wednesday,7,0.8,0.44521873790166466,0.04944841012329656,0.6726190476190477,0.019444444444444445,0.0,0,0,56.5,0.900144811,High
1/14/2015,Quarter2,finishing,Wednesday,1,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.891723485,High
1/14/2015,Quarter2,finishing,Wednesday,5,0.65,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,15.0,0.864583333,High
1/14/2015,Quarter2,finishing,Wednesday,9,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.858143939,High
1/14/2015,Quarter2,sewing,Wednesday,9,0.8,0.4502516453735965,0.052995890114644166,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/14/2015,Quarter2,sewing,Wednesday,8,0.8,0.44521873790166466,0.05239022279904824,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/14/2015,Quarter2,finishing,Wednesday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.837594697,High
1/14/2015,Quarter2,finishing,Wednesday,3,0.8,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,7.0,0.820833333,Medium
1/14/2015,Quarter2,sewing,Wednesday,12,0.8,0.16860240030971735,0.049837767683322515,0.19642857142857145,0.013888888888888888,0.0,0,0,31.5,0.800313433,Medium
1/14/2015,Quarter2,sewing,Wednesday,6,0.8,0.16860240030971735,0.04174778282500541,0.375,0.010555555555555556,0.0,0,0,31.5,0.800246753,Medium
1/14/2015,Quarter2,sewing,Wednesday,1,0.8,0.4502516453735965,0.04693921695868484,0.7023809523809524,0.0175,0.0,0,0,59.0,0.800117103,Medium
1/14/2015,Quarter2,sewing,Wednesday,5,0.7,0.34630274874177314,0.041444949167207444,0.4841269841269842,0.0,0.0,0,0,58.0,0.700095563,Medium
1/14/2015,Quarter2,finishing,Wednesday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.667329545,Medium
1/14/2015,Quarter2,sewing,Wednesday,4,0.6,0.37746806039488956,0.034998918451222154,0.3373015873015873,0.006388888888888889,0.0,0,0,57.0,0.600369686,Medium
1/14/2015,Quarter2,sewing,Wednesday,10,0.5,0.37746806039488956,0.040666234047155525,0.22420634920634921,0.006388888888888889,0.0,0,0,56.5,0.499980334,Low
1/14/2015,Quarter2,sewing,Wednesday,11,0.35,0.22667440960123883,0.03595068137573004,0.4761904761904762,0.006388888888888889,0.0,0,0,55.0,0.35003125,Low
1/14/2015,Quarter2,finishing,Wednesday,10,0.8,0.020131629887727445,0.0,0.08333333333333334,0.0,0.0,0,0,8.0,0.332359307,Low
1/14/2015,Quarter2,sewing,Wednesday,2,0.8,0.9314750290360045,0.04667964525200086,0.28174603174603174,0.0075,0.0,0,0,57.0,0.311207464,Low
1/14/2015,Quarter2,finishing,Wednesday,2,0.8,0.020131629887727445,0.0,0.08333333333333334,0.0,0.0,0,0,8.0,0.247316017,Low
1/15/2015,Quarter3,finishing,Thursday,4,0.35,0.027100271002710022,0.0,0.2380952380952381,0.0,0.0,0,0,20.0,0.988636364,High
1/15/2015,Quarter3,finishing,Thursday,10,0.8,0.020131629887727445,0.0,0.22619047619047622,0.0,0.0,0,0,19.0,0.953110048,High
1/15/2015,Quarter3,finishing,Thursday,1,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.884261364,High
1/15/2015,Quarter3,finishing,Thursday,5,0.65,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.860653409,High
1/15/2015,Quarter3,finishing,Thursday,9,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.858143939,High
1/15/2015,Quarter3,sewing,Thursday,1,0.8,0.4502516453735965,0.04988102963443651,0.7023809523809524,0.020833333333333332,0.0,0,0,59.0,0.850502311,High
1/15/2015,Quarter3,sewing,Thursday,8,0.8,0.44521873790166466,0.050616482803374434,0.5932539682539683,0.016666666666666666,0.0,0,0,56.5,0.850415628,High
1/15/2015,Quarter3,sewing,Thursday,7,0.8,0.44521873790166466,0.05511572571922994,0.6726190476190477,0.016666666666666666,0.0,0,0,56.5,0.850136766,High
1/15/2015,Quarter3,sewing,Thursday,9,0.8,0.4502516453735965,0.05892277741726152,0.7023809523809524,0.0175,0.0,0,0,59.0,0.800117103,Medium
1/15/2015,Quarter3,sewing,Thursday,6,0.8,0.16860240030971735,0.04659312134977287,0.3273809523809524,0.010555555555555556,0.0,0,0,31.5,0.80003139,Medium
1/15/2015,Quarter3,sewing,Thursday,12,0.8,0.16860240030971735,0.052303698896820246,0.3273809523809524,0.013888888888888888,0.0,0,0,31.5,0.80003139,Medium
1/15/2015,Quarter3,sewing,Thursday,5,0.7,0.34630274874177314,0.01661258922777417,0.6904761904761906,0.0,0.0,0,0,58.0,0.700060345,Medium
1/15/2015,Quarter3,finishing,Thursday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.689299242,Medium
1/15/2015,Quarter3,sewing,Thursday,3,0.5,0.3797909407665505,0.04737183646982479,0.6726190476190477,0.008333333333333333,0.0,0,0,56.5,0.660683293,Medium
1/15/2015,Quarter3,sewing,Thursday,4,0.65,0.3797909407665505,0.03742158771360588,0.6666666666666667,0.007222222222222222,0.0,0,0,56.0,0.650130952,Medium
1/15/2015,Quarter3,finishing,Thursday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.606912879,Medium
1/15/2015,Quarter3,sewing,Thursday,10,0.6,0.3797909407665505,0.04624702574086091,0.6726190476190477,0.006388888888888889,0.0,0,0,56.5,0.600291767,Medium
1/15/2015,Quarter3,sewing,Thursday,11,0.5,0.23209446380178086,0.03936837551373567,0.6547619047619048,0.008333333333333333,0.0,0,0,55.0,0.500025069,Low
1/15/2015,Quarter3,sewing,Thursday,2,0.5,0.38792102206736356,0.044862643305213064,0.6488095238095238,0.006388888888888889,0.0,0,0,54.5,0.499998888,Low
1/17/2015,Quarter3,finishing,Saturday,5,0.65,0.024196670538133958,0.0,0.17857142857142858,0.0,0.0,0,0,15.0,0.98719697,High
1/17/2015,Quarter3,finishing,Saturday,2,0.8,0.020131629887727445,0.0,0.11904761904761905,0.0,0.0,0,0,10.0,0.980909091,High
1/17/2015,Quarter3,finishing,Saturday,10,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.974621212,High
1/17/2015,Quarter3,finishing,Saturday,1,0.8,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.884261364,High
1/17/2015,Quarter3,finishing,Saturday,9,0.8,0.020131629887727445,0.0,0.11904761904761905,0.0,0.0,0,0,10.0,0.82680303,High
1/17/2015,Quarter3,sewing,Saturday,6,0.8,0.16473093302361594,0.045857668180834955,0.36309523809523814,0.0175,0.0,0,0,30.5,0.800343766,Medium
1/17/2015,Quarter3,sewing,Saturday,12,0.8,0.16860240030971735,0.04464633354964309,0.375,0.0175,0.0,0,0,31.5,0.800246753,Medium
1/17/2015,Quarter3,sewing,Saturday,7,0.8,0.44521873790166466,0.06009085009733939,0.6726190476190477,0.013888888888888888,0.0,0,0,56.5,0.800128721,Medium
1/17/2015,Quarter3,sewing,Saturday,8,0.8,0.44521873790166466,0.055591607181483885,0.6726190476190477,0.013888888888888888,0.0,0,0,56.5,0.800128721,Medium
1/17/2015,Quarter3,sewing,Saturday,1,0.8,0.8861788617886178,0.007094959982695219,0.7023809523809524,0.0175,0.0,0,0,59.0,0.800117103,Medium
1/17/2015,Quarter3,sewing,Saturday,9,0.8,0.4502516453735965,0.04849664719878866,0.7023809523809524,0.0175,0.0,0,0,59.0,0.800117103,Medium
1/17/2015,Quarter3,sewing,Saturday,2,0.6,0.38792102206736356,0.03711875405580792,0.43452380952380953,0.006388888888888889,0.0,0,0,56.5,0.77011398,Medium
1/17/2015,Quarter3,sewing,Saturday,4,0.7,0.3797909407665505,0.03538827601124811,0.6726190476190477,0.013888888888888888,0.0,0,0,56.5,0.7005417,Medium
1/17/2015,Quarter3,finishing,Saturday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.675568182,Medium
1/17/2015,Quarter3,finishing,Saturday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.661837121,Medium
1/17/2015,Quarter3,sewing,Saturday,10,0.65,0.3797909407665505,0.0500108154877785,0.6428571428571429,0.009722222222222222,0.0,0,0,54.0,0.650198653,Medium
1/17/2015,Quarter3,sewing,Saturday,3,0.6,0.3797909407665505,0.04901579061215661,0.6726190476190477,0.008333333333333333,0.0,0,0,56.5,0.600291767,Medium
1/17/2015,Quarter3,sewing,Saturday,11,0.6,0.23209446380178086,0.04412719013627515,0.6666666666666667,0.010555555555555556,0.0,0,0,56.0,0.600273268,Medium
1/17/2015,Quarter3,finishing,Saturday,6,0.8,0.0,0.0,0.05952380952380953,0.0,0.0,0,0,5.0,0.465757576,Low
1/17/2015,Quarter3,sewing,Saturday,5,0.7,0.7411924119241191,0.045208738914125024,0.6904761904761906,0.005833333333333334,0.0,0,0,58.0,0.452012539,Low
1/17/2015,Quarter3,finishing,Saturday,11,0.8,0.024196670538133958,0.0,0.08333333333333334,0.0,0.0,0,0,7.0,0.313852814,Low
1/18/2015,Quarter3,finishing,Sunday,5,0.6,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.852793561,High
1/18/2015,Quarter3,finishing,Sunday,11,0.65,0.024196670538133958,0.0,0.14285714285714288,0.0,0.0,0,0,12.0,0.838383838,High
1/18/2015,Quarter3,finishing,Sunday,6,0.8,0.0,0.0,0.11904761904761905,0.0,0.0,0,0,10.0,0.804848485,Medium
1/18/2015,Quarter3,sewing,Sunday,6,0.8,0.16473093302361594,0.04901579061215661,0.36309523809523814,0.0175,0.0,0,0,30.5,0.800343766,Medium
1/18/2015,Quarter3,sewing,Sunday,7,0.8,0.889276035617499,0.02669262383733506,0.6726190476190477,0.013888888888888888,0.0,0,0,56.5,0.800128721,Medium
1/18/2015,Quarter3,sewing,Sunday,8,0.8,0.44521873790166466,0.0554185593770279,0.6726190476190477,0.010555555555555556,0.0,0,0,56.5,0.800128721,Medium
1/18/2015,Quarter3,sewing,Sunday,9,0.8,0.4502516453735965,0.05944192083062946,0.2420634920634921,0.013888888888888888,0.0,0,0,59.0,0.800015009,Medium
1/18/2015,Quarter3,sewing,Sunday,4,0.7,0.3797909407665505,0.037854207224745834,0.6726190476190477,0.013888888888888888,0.0,0,0,56.5,0.7005417,Medium
1/18/2015,Quarter3,sewing,Sunday,10,0.7,0.3797909407665505,0.043045641358425264,0.6666666666666667,0.011111111111111112,0.0,0,0,56.0,0.700094156,Medium
1/18/2015,Quarter3,finishing,Sunday,7,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.692045455,Medium
1/18/2015,Quarter3,sewing,Sunday,12,0.8,0.46399535423925664,0.025005407743889246,0.375,0.015555555555555555,0.0,0,0,31.5,0.662255892,Medium
1/18/2015,Quarter3,sewing,Sunday,3,0.65,0.3797909407665505,0.048929266709928615,0.6726190476190477,0.009722222222222222,0.0,0,0,56.5,0.650416734,Medium
1/18/2015,Quarter3,sewing,Sunday,11,0.65,0.23209446380178086,0.04901579061215661,0.6785714285714286,0.012222222222222223,0.0,0,0,57.0,0.650299575,Medium
1/18/2015,Quarter3,sewing,Sunday,2,0.65,0.38792102206736356,0.044040666234047156,0.6726190476190477,0.007222222222222222,0.0,0,0,56.5,0.650243497,Medium
1/18/2015,Quarter3,finishing,Sunday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.639867424,Medium
1/18/2015,Quarter3,sewing,Sunday,5,0.6,0.3387533875338753,0.044300237940731124,0.6904761904761906,0.008333333333333333,0.0,0,0,58.0,0.600062696,Medium
1/18/2015,Quarter3,finishing,Sunday,9,0.8,0.020131629887727445,0.0,0.11904761904761905,0.0,0.0,0,0,10.0,0.582045455,Medium
1/18/2015,Quarter3,sewing,Sunday,1,0.8,0.8943089430894308,0.05944192083062946,0.6845238095238095,0.006666666666666666,0.0,0,0,57.5,0.403242161,Low
1/18/2015,Quarter3,finishing,Sunday,10,0.7,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.235795455,Low
1/19/2015,Quarter3,finishing,Monday,4,0.7,0.027100271002710022,0.0,0.33333333333333337,0.0,0.0,0,0,28.0,0.977272727,High
1/19/2015,Quarter3,finishing,Monday,9,0.8,0.020131629887727445,0.0,0.11904761904761905,0.0,0.0,0,0,10.0,0.964106061,High
1/19/2015,Quarter3,finishing,Monday,5,0.65,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.958901515,High
1/19/2015,Quarter3,sewing,Monday,6,0.8,0.16473093302361594,0.044170452087389143,0.2896825396825397,0.013888888888888888,0.0,0,0,31.0,0.800358775,Medium
1/19/2015,Quarter3,sewing,Monday,8,0.8,0.44521873790166466,0.05939865887951547,0.2400793650793651,0.013888888888888888,0.0,0,0,56.5,0.800162602,Medium
1/19/2015,Quarter3,sewing,Monday,9,0.8,0.4502516453735965,0.05143845987454034,0.7023809523809524,0.0175,0.0,0,0,59.0,0.800117103,Medium
1/19/2015,Quarter3,finishing,Monday,12,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.793844697,Medium
1/19/2015,Quarter3,sewing,Monday,2,0.7,0.38792102206736356,0.04321868916288125,0.6726190476190477,0.010555555555555556,0.0,0,0,56.5,0.750517565,Medium
1/19/2015,Quarter3,sewing,Monday,4,0.7,0.3797909407665505,0.03993078087821761,0.6785714285714286,0.0175,0.0,0,0,57.0,0.750068049,Medium
1/19/2015,Quarter3,sewing,Monday,3,0.7,0.3797909407665505,0.04706900281202682,0.6726190476190477,0.013888888888888888,0.0,0,0,56.5,0.750062751,Medium
1/19/2015,Quarter3,sewing,Monday,10,0.7,0.3797909407665505,0.04027687648712957,0.6666666666666667,0.0175,0.0,0,0,56.0,0.750057359,Medium
1/19/2015,Quarter3,sewing,Monday,11,0.7,0.23209446380178086,0.06389790179537096,0.6785714285714286,0.013888888888888888,0.0,0,0,57.0,0.700170388,Medium
1/19/2015,Quarter3,finishing,Monday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.683806818,Medium
1/19/2015,Quarter3,sewing,Monday,5,0.65,0.3387533875338753,0.05399091499026606,0.5476190476190477,0.009722222222222222,0.0,0,0,58.0,0.650066445,Medium
1/19/2015,Quarter3,sewing,Monday,7,0.8,0.889276035617499,0.04468959550075708,0.6785714285714286,0.008333333333333333,0.0,0,0,57.0,0.576460393,Medium
1/19/2015,Quarter3,sewing,Monday,1,0.5,0.38792102206736356,0.06424399740428292,0.6726190476190477,0.008333333333333333,0.0,0,0,56.5,0.549969429,Medium
1/19/2015,Quarter3,finishing,Monday,10,0.7,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.538399621,Medium
1/19/2015,Quarter3,finishing,Monday,11,0.7,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.409545455,Low
1/19/2015,Quarter3,sewing,Monday,12,0.35,0.23925667828106847,0.04776119402985075,0.40476190476190477,0.006388888888888889,0.0,0,0,34.0,0.35021836,Low
1/20/2015,Quarter3,finishing,Tuesday,5,0.7,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,1.033570076,High
1/20/2015,Quarter3,sewing,Tuesday,6,0.8,0.16473093302361594,0.04499242915855505,0.36904761904761907,0.0175,0.0,0,0,31.0,0.800261486,Medium
1/20/2015,Quarter3,sewing,Tuesday,8,0.8,0.44521873790166466,0.06173480423967121,0.6726190476190477,0.013888888888888888,0.0,0,0,56.5,0.800128721,Medium
1/20/2015,Quarter3,sewing,Tuesday,9,0.8,0.4502516453735965,0.016958684836686132,0.7023809523809524,0.0175,0.0,0,0,59.0,0.800117103,Medium
1/20/2015,Quarter3,sewing,Tuesday,4,0.7,0.3797909407665505,0.042223664287259356,0.6785714285714286,0.0175,0.0,0,0,57.0,0.750068049,Medium
1/20/2015,Quarter3,sewing,Tuesday,10,0.7,0.3797909407665505,0.04763140817650876,0.6666666666666667,0.0175,0.0,0,0,56.0,0.750057359,Medium
1/20/2015,Quarter3,sewing,Tuesday,3,0.7,0.3797909407665505,0.04875621890547264,0.5595238095238095,0.013888888888888888,0.0,0,0,57.0,0.750037968,Medium
1/20/2015,Quarter3,sewing,Tuesday,2,0.7,0.38792102206736356,0.058663205710577544,0.6785714285714286,0.013888888888888888,0.0,0,0,57.0,0.750031898,Medium
1/20/2015,Quarter3,finishing,Tuesday,9,0.8,0.020131629887727445,0.0,0.11904761904761905,0.0,0.0,0,0,10.0,0.72830303,Medium
1/20/2015,Quarter3,sewing,Tuesday,11,0.7,0.23209446380178086,0.06463335496430889,0.6785714285714286,0.013888888888888888,0.0,0,0,57.0,0.700170388,Medium
1/20/2015,Quarter3,sewing,Tuesday,5,0.7,0.3387533875338753,0.058187324248323596,0.6785714285714286,0.013888888888888888,0.0,0,0,57.0,0.700063796,Medium
1/20/2015,Quarter3,finishing,Tuesday,8,0.8,0.0,0.0,0.09523809523809525,0.0,0.0,0,0,8.0,0.639867424,Medium
